0.56865,-0.0018122,-0.0014444
-0.075594,0.0014556,-0.000878
-0.08735,0.0011815,-0.0028719
0.02623,0.00089238,-0.00017069
0.21412,-0.0011194,-2.3029e-05
-0.066067,-0.00084092,0.0019341
-0.28265,0.00021979,0.00035713
0.29552,-0.0026591,-0.00032388
0.035084,-0.00052095,8.3205e-05
-0.14763,-0.0023425,0.0028566
0.02187,-2.8641e-05,-0.00061933
-0.24801,-0.00054325,0.0026355
-0.050887,0.00041134,0.00045869
0.12726,-0.0016384,-0.00052223
0.39457,-0.0035225,0.00051028
0.0024303,-0.0013237,0.00026515
-0.051938,0.00057753,0.0006403
0.18259,0.00064164,-0.0025202
-0.23337,-0.0010643,0.0019626
-0.099107,-0.0014065,0.0015846
0.33217,-0.00076536,-0.0011546
0.40568,-0.00036571,-0.0029008
0.40475,-0.00071888,-0.0028437
0.22497,0.00036514,-0.00046377
-0.70449,0.0012399,0.0026578
-0.044084,0.00024548,0.00040439
0.17606,0.00054843,-0.0021074
0.0058193,0.0016674,0.00027076
-0.30997,0.00072266,0.0016654
0.039173,-0.0015912,0.00024022
-0.24144,0.00085431,-0.0002691
-0.1463,0.00046079,-0.00016764
0.11719,-0.00092274,0.0009428
0.37526,-0.0022473,4.3844e-05
-0.43975,0.0016241,0.0010605
0.028091,0.00043357,-0.00090882
-0.051182,-0.0003454,-0.001529
0.06197,-0.00015461,2.885e-05
-0.19422,0.00072919,0.00066717
0.011129,-0.00021611,-0.00033799
-0.074421,-0.00026306,0.00012178
0.18273,-3.7736e-05,-0.00188
0.13655,-0.001341,-0.00027802
0.39038,-0.0010333,-0.0014176
-0.19234,0.0012603,-0.00011815
0.17761,-6.3316e-06,-0.0018815
-0.085817,0.00073967,-0.00057539
-0.30789,0.001013,-0.00025381
-0.40287,-0.00020387,0.003368
0.46761,-0.002629,-0.0009701
-0.09083,-0.0001443,0.0010982
0.26533,-0.00080232,-0.0012936
-0.34236,0.00031626,0.0005169
-0.31888,0.0021587,5.0715e-05
0.24554,-0.001209,-0.001812
0.010318,-0.0014234,0.00074137
0.48839,-0.0021452,-0.001377
-0.33419,0.00035571,0.0016414
-0.10899,0.0024704,-0.0012268
-0.11847,0.0020444,-0.0011384
0.032367,0.00049895,-0.00046162
-0.15071,0.00029181,-0.00033953
-0.061882,-1.2441e-05,0.00030968
0.17892,-0.0022573,-0.0010679
-0.020106,-9.7768e-05,-0.0021702
-0.63121,0.0009855,0.00211
0.41222,-0.00025818,-0.0022628
0.09968,7.1694e-05,-0.00042257
-0.34098,0.0013064,-0.00051686
-0.23365,0.0036446,-0.0019344
0.27194,-0.00049583,-0.001219
0.12956,-0.00044347,-0.00084122
-0.17854,0.00034459,0.00084984
-0.027123,-0.0005565,0.0005674
0.52588,-0.0037214,-0.00047242
0.2579,-0.00089825,-0.00041694
-0.19956,0.00045083,0.0012408
-0.24472,-0.0031274,0.001586
0.54648,-0.00078403,-0.0028492
0.083239,0.00047344,-0.00030016
-0.44112,0.00079483,0.002292
-0.24556,0.0031366,-0.00043505
-0.090679,0.0018905,-8.8832e-05
0.066525,-0.00068637,0.0016903
-0.014446,0.0012529,-0.0001963
0.25879,-0.00069887,-0.0011449
0.055563,0.00027695,-0.0008569
0.22159,-0.00046153,-0.0010763
-0.13551,0.00033736,0.00099535
-0.49013,-0.00013471,0.0030635
0.48489,0.00061281,-0.002879
-0.33462,-0.001126,0.0025834
0.38548,-0.00039402,-0.002026
-0.11638,-0.00017362,0.000808
-0.010922,-0.0012694,0.0011379
0.044043,-4.5322e-05,0.00049444
-0.18118,-0.00042882,0.00099103
-0.019425,-0.00010239,0.00010376
-0.11359,0.00053868,-0.00055369
-0.39742,0.0021344,0.0010588
0.23532,-0.0010949,0.00018454
-0.32592,0.00081699,0.0017682
0.28235,-0.00078262,-0.0012616
-0.056064,-0.00049112,-9.1002e-06
0.34743,-0.0016841,-0.0013195
-0.29924,0.0010801,0.00011884
-0.0017309,-0.00028928,-0.00094498
0.29152,-0.0017003,-0.0015167
0.051367,-0.0006523,0.00010603
-0.38856,0.0045074,-0.00066813
0.10538,0.00090186,-0.00054221
0.2918,0.00014725,-0.00085033
-0.22582,0.0033854,-0.0010659
-0.15007,0.0016413,-0.0014427
0.21284,-0.00024751,-5.5403e-05
-0.40834,0.0036049,-0.00092746
-0.32446,0.0019782,0.00090542
0.46708,-0.0028389,0.00059824
-0.18409,0.0020154,-0.0016141
0.44786,-0.00088187,-0.00045365
-0.34033,0.00072533,0.0018708
0.36799,-0.00074313,-0.0013632
0.29982,-0.00044665,-0.0008391
0.56398,-0.00091306,-0.0036521
-0.0058504,0.00073797,-0.00060166
-0.017948,-0.00036659,0.0016872
-0.39909,0.0019521,0.00080041
-0.058532,0.0027148,-0.001656
0.22205,0.0011097,-0.0017121
0.39299,-0.00079704,-0.0011763
-0.31735,0.0013025,0.0019982
-0.23527,0.0019923,-0.00021052
-0.05204,0.00022642,0.0014223
-0.5317,0.0029378,0.0021078
-0.30881,0.0015398,0.00096177
-0.038596,-0.0015498,0.00054009
-0.28563,0.0018145,1.1688e-05
-0.20218,-0.00050139,0.0017623
0.22354,0.00063491,-0.00015988
0.16046,-0.00061576,0.00029751
-0.071577,0.0012181,-0.00095425
-0.33402,0.0018288,0.00076445
0.13935,0.00072833,-0.0010644
-0.13335,-0.0011171,0.001103
-0.21986,0.0015717,0.00024942
-0.048252,0.00060204,-0.00010223
-0.12087,0.00097817,-0.00044055
0.13187,-0.00092948,0.00059109
-0.27658,0.0023077,0.00039414
-0.16618,-0.0010977,0.0022542
0.29625,-0.00084422,-0.0013876
0.058054,0.00099222,-0.0025418
-0.12296,0.001693,-0.0019437
-0.24942,0.00038178,0.0017224
-0.28049,2.8443e-05,0.00046617
-0.12489,0.00091367,-0.0013089
0.077818,-0.00011668,-0.00077952
0.18451,-0.0013083,-0.00050579
-0.1626,0.0019533,-0.00022679
0.21461,0.00058536,-0.0023783
-0.81903,0.0013838,0.0036045
-0.20618,-0.00064326,0.0012728
0.31093,-0.0025058,-0.0001244
-0.0072807,-0.000213,0.00065119
-0.35722,0.0012784,0.00031314
0.36131,-0.0029091,0.00082436
0.1828,-0.001734,-0.00024718
0.014036,-0.00049407,0.00022777
0.32676,-0.0012702,-0.00074937
0.16598,-0.0011916,-0.00055112
0.12122,0.00029987,-0.0032679
0.25103,-0.0029842,0.0016966
0.18035,-0.00067773,-0.00075801
-0.029152,-0.0011185,0.0014637
0.13694,0.0004321,-0.00060596
-0.3085,0.00019471,0.0017408
0.012633,0.0027049,-0.00092036
0.064866,0.00060267,-0.000774
0.0058787,-0.001753,0.0011453
-0.11786,0.00014217,0.00065858
-0.21382,0.0029585,-0.0010354
0.15852,0.0005465,-0.00040227
-0.024771,0.0021434,-0.0015472
0.028586,-0.00010458,-0.0004396
0.14424,9.4153e-05,-0.00062583
0.12432,0.0019728,-0.0028087
0.44761,-0.0006502,-0.0026012
0.28332,-0.0005197,-0.0016739
-0.51228,0.0032369,5.3384e-05
-0.23467,0.00089171,0.00053316
0.16887,-0.0011579,0.00079662
-0.13524,-0.00022884,0.00032468
0.18436,1.0924e-05,-2.6958e-05
0.06134,-0.0015028,-0.00030295
-0.28931,0.0012058,0.0012647
-0.19056,-0.0023432,0.0040604
-0.058533,0.00074641,-0.00068657
-0.18541,-0.00061229,0.00053318
-0.23744,2.7887e-05,0.00027588
-0.15987,-0.00046084,0.0011379
